id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
2439,toyota fortuner,2015,diesel,94771,1651348,new delhi,2002,luxury suv,automatic,3.0 at 4x4,TRUE,faridabad,haryana,TRUE,hr51,inperson_sale,toyota,fortuner,pickup_pending,2,1716273,1722273,great,2021,TRUE,38357,247703,TRUE,FALSE
2440,toyota fortuner,2013,diesel,97330,1018684,new delhi,5637,luxury suv,manual,3.0 mt 4x2,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,toyota,fortuner,in_stock,2,1033000,1039500,great,2021,TRUE,23661,152803,TRUE,FALSE
2441,mercedes benz e class,2014,diesel,93852,1560852,new delhi,2851,luxury sedan,manual,e 250 cdi classic,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,mercedes benz,e class,in_stock,1,1602500,1608500,great,2021,TRUE,36255,234128,TRUE,FALSE
2442,honda city,2010,petrol,186529,282499,new delhi,1328,sedan,manual,v mt petrol,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,honda,city,in_stock,1,249770,,great,2021,TRUE,6562,42375,TRUE,FALSE
2443,maruti sx4,2012,petrol & cng,210068,194299,new delhi,4710,sedan,manual,vxi cng,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,sx4,in_stock,2,166930,225275,great,2021,TRUE,4513,29145,TRUE,FALSE
2444,isuzu mu-7,2014,diesel,92819,687799,new delhi,3223,luxury suv,manual,high 4x2 mt,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,isuzu,mu-7,in_stock,2,704194,710194,great,2021,TRUE,15976,103170,TRUE,FALSE
2445,mahindra xuv500,2015,diesel,100188,809799,new delhi,1861,luxury suv,manual,w10,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,mahindra,xuv500,in_stock,2,838206,844206,great,2021,TRUE,18810,121470,TRUE,FALSE
2446,toyota corolla altis,2009,petrol,186440,221099,new delhi,1710,luxury sedan,,1.8 g,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,toyota,corolla altis,in_stock,1,215174,221174,great,2021,TRUE,5136,33165,TRUE,FALSE
2447,maruti wagon r 1.0,2013,petrol & cng,206644,239299,new delhi,1086,hatchback,manual,lxi cng,TRUE,delhi,delhi,TRUE,dl5c,inperson_sale,maruti,wagon r 1.0,in_stock,1,214704,,great,2021,TRUE,5558,35895,TRUE,FALSE
2448,hyundai santa fe,2014,diesel,127205,902099,new delhi,1292,luxury suv,automatic,4wd at,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,hyundai,santa fe,in_stock,1,895448,,great,2021,TRUE,20954,135315,TRUE,FALSE
2449,maruti sx4,2012,petrol,125491,239899,new delhi,951,sedan,manual,vxi,TRUE,delhi,delhi,TRUE,dl4c,inperson_sale,maruti,sx4,in_stock,1,191149,254544,good,2021,TRUE,5572,35985,TRUE,FALSE
2450,toyota fortuner,2012,diesel,66958,1066499,new delhi,2142,luxury suv,manual,3.0 mt 4x4,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,toyota,fortuner,in_stock,1,1131646,1369834,great,2021,TRUE,24772,159975,TRUE,FALSE
2451,maruti wagon r 1.0,2013,petrol,127524,226599,new delhi,794,hatchback,manual,lxi,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,maruti,wagon r 1.0,in_stock,1,202401,,great,2021,TRUE,5263,33990,TRUE,FALSE
2452,maruti swift,2012,diesel,141954,260499,new delhi,2080,hatchback,manual,vdi,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,swift,in_stock,1,259918,338436,great,2021,TRUE,6051,39075,TRUE,FALSE
2453,maruti swift,2012,diesel,140967,301099,new delhi,1034,hatchback,manual,zdi,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,maruti,swift,in_stock,1,300493,386921,great,2021,TRUE,6994,45165,TRUE,FALSE
2454,toyota corolla altis,2009,petrol,167705,232799,new delhi,1129,luxury sedan,manual,g,TRUE,delhi,delhi,TRUE,dl4c,inperson_sale,toyota,corolla altis,in_stock,1,208837,,great,2021,TRUE,5407,34920,TRUE,FALSE
2455,toyota fortuner,2012,diesel,138612,1048176,new delhi,1876,luxury suv,manual,3.0 mt 4x4,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,toyota,fortuner,in_stock,2,1050982,1057482,great,2021,TRUE,24346,157227,TRUE,FALSE
2456,hyundai verna,2014,diesel,137989,382099,new delhi,4575,sedan,automatic,fluidic 1.6 crdi sx at,TRUE,delhi west,delhi,TRUE,dl10,inperson_sale,hyundai,verna,in_stock,1,369930,,great,2021,TRUE,8875,57315,TRUE,FALSE
2457,mahindra xuv500,2016,diesel,156533,795199,new delhi,1109,luxury suv,,w10 fwd,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,mahindra,xuv500,in_stock,1,829258,835758,great,2021,TRUE,18470,119280,TRUE,FALSE
2458,toyota fortuner,2013,diesel,132477,1101807,new delhi,2980,luxury suv,automatic,3.0 at 4x2,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,toyota,fortuner,in_stock,2,1092138,,great,2021,TRUE,25592,165272,TRUE,FALSE
2459,toyota fortuner,2013,diesel,118203,1104635,new delhi,1216,luxury suv,automatic,3.0 at 4x2,TRUE,new delhi,delhi,TRUE,dl9c,inperson_sale,toyota,fortuner,in_stock,3,1076665,,great,2021,TRUE,25658,165696,TRUE,FALSE
2460,maruti wagon r 1.0,2015,petrol,223583,210199,new delhi,2326,hatchback,manual,lxi,FALSE,delhi,delhi,TRUE,dl2c,inperson_sale,maruti,wagon r 1.0,in_stock,1,201200,265804,great,2021,TRUE,4882,31530,TRUE,FALSE
2461,hyundai verna,2013,diesel,39887,381000,new delhi,166,sedan,manual,fluidic 1.6 ex crdi,TRUE,new delhi,delhi,FALSE,dl8c,online,hyundai,verna,in_stock,1,354000,,great,2020,TRUE,8850,57150,FALSE,TRUE
2462,hyundai i10,2010,petrol,67713,130000,new delhi,325,hatchback,manual,era,FALSE,delhi,delhi,FALSE,dl8c,online,hyundai,i10,,1,113000,,great,2020,TRUE,3020,19500,FALSE,FALSE
2463,chevrolet beat,2013,diesel,85246,125567,new delhi,17,hatchback,manual,ls diesel,TRUE,gurgaon,haryana,FALSE,hr26,online,chevrolet,beat,,1,114000,,great,2021,FALSE,2917,18836,FALSE,FALSE
2464,ford ecosport,2014,diesel,60198,435000,new delhi,188,suv,manual,1.5titanium tdci,FALSE,delhi,delhi,FALSE,dl10,customer_to_customer,ford,ecosport,,1,435000,,great,2021,TRUE,10104,65250,FALSE,FALSE
2465,hyundai santro xing,2011,petrol & cng,98873,133815,new delhi,4,hatchback,manual,gls,TRUE,new delhi,delhi,FALSE,dl10,online,hyundai,santro xing,,2,110000,,great,2021,,3108,20073,FALSE,FALSE
2466,hyundai creta,2016,diesel,21788,865000,new delhi,62,suv,,1.4 e plus crdi,FALSE,delhi,delhi,FALSE,dl10,customer_to_customer,hyundai,creta,,1,865000,,great,2021,TRUE,20092,129750,FALSE,FALSE
2467,hyundai verna,2010,petrol,43470,285000,new delhi,278,sedan,manual,i,FALSE,new delhi,delhi,FALSE,dl3c,customer_to_customer,hyundai,verna,,2,305000,305000,great,2021,TRUE,6620,42750,FALSE,FALSE
2468,volkswagen polo,2015,petrol,52108,425000,new delhi,124,hatchback,manual,highline1.2l petrol,FALSE,gurgaon,haryana,FALSE,hr26,customer_to_customer,volkswagen,polo,,2,425000,,great,2021,TRUE,9872,63750,FALSE,FALSE
2469,honda city,2012,petrol,84063,390000,new delhi,283,sedan,manual,v mt petrol,FALSE,new delhi,delhi,FALSE,dl7c,customer_to_customer,honda,city,,2,410000,410000,great,2021,TRUE,9059,58500,FALSE,FALSE
2470,volkswagen polo,2010,petrol,69613,250000,new delhi,78,hatchback,manual,comfortline 1.2l petrol,FALSE,delhi,delhi,FALSE,dl3c,customer_to_customer,volkswagen,polo,,2,250000,,great,2021,TRUE,5807,37500,FALSE,FALSE
2471,maruti swift,2013,diesel,80766,340000,new delhi,75,hatchback,manual,vdi,FALSE,new delhi,delhi,FALSE,dl9c,customer_to_customer,maruti,swift,,1,340000,,great,2021,TRUE,7897,51000,FALSE,FALSE
2472,volkswagen polo,2011,petrol,72705,275000,new delhi,102,hatchback,manual,trendline 1.2l petrol,FALSE,delhi,delhi,FALSE,dl7c,customer_to_customer,volkswagen,polo,,1,275000,,great,2021,TRUE,6388,41250,FALSE,FALSE
2473,maruti a star,2012,petrol,67384,260000,new delhi,87,hatchback,automatic,vxi abs at,FALSE,noida,uttar pradesh,FALSE,up16,customer_to_customer,maruti,a star,,2,260000,,great,2021,TRUE,6039,39000,FALSE,FALSE
2474,renault scala,2013,diesel,65674,420000,new delhi,147,sedan,manual,rxz,FALSE,new delhi,delhi,FALSE,dl8c,customer_to_customer,renault,scala,,1,420000,,great,2021,TRUE,9756,63000,FALSE,FALSE
2475,toyota etios liva,2019,petrol,22570,625000,new delhi,344,hatchback,,vx dual tone,FALSE,noida,uttar pradesh,FALSE,up16,customer_to_customer,toyota,etios liva,,1,645000,645000,great,2021,TRUE,14517,93750,FALSE,FALSE
2476,maruti new  wagon-r,2020,petrol & cng,8518,519799,new delhi,5961,,,lxi cng 1.0 l,TRUE,palwal,haryana,TRUE,hr30,inperson_sale,maruti,new  wagon-r,in_transit,1,536689,535999,great,2021,TRUE,12074,77970,TRUE,FALSE
2477,maruti baleno,2020,petrol,8563,547399,new delhi,981,hatchback,manual,sigma 1.2 k12,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,maruti,baleno,,1,531766,550099,great,2021,TRUE,12715,82110,TRUE,FALSE
2478,hyundai eon,2012,petrol,23981,190899,new delhi,7789,hatchback,manual,d lite plus,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,hyundai,eon,in_stock,1,179071,,great,2021,TRUE,4434,28635,TRUE,FALSE
2479,datsun redi go,2017,petrol,14559,219999,new delhi,3041,hatchback,manual,t (o),TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,datsun,redi go,in_stock,1,208900,,great,2021,TRUE,5110,33000,TRUE,FALSE
2480,mahindra tuv300,2016,diesel,99337,625000,new delhi,155,suv,automatic,t8 at,FALSE,new delhi,delhi,FALSE,dl7c,customer_to_customer,mahindra,tuv300,,1,645000,645000,great,2021,TRUE,14517,93750,FALSE,FALSE
2481,hyundai elite i20,2015,petrol,32048,441799,new delhi,1962,hatchback,manual,magna 1.2,TRUE,new delhi,delhi,TRUE,dl4c,inperson_sale,hyundai,elite i20,in_stock,1,453133,459633,great,2021,TRUE,10262,66270,TRUE,FALSE
2482,audi a4,2014,diesel,95959,1350000,new delhi,106,luxury sedan,automatic,2.0 tdi 174bhp prm plus,FALSE,gurgaon,haryana,FALSE,hr26,customer_to_customer,audi,a4,,2,1350000,,great,2021,TRUE,31357,202500,FALSE,FALSE
2483,honda amaze,2013,diesel,80246,350000,new delhi,106,sedan,manual,1.5 smt i dtec,FALSE,noida,uttar pradesh,FALSE,up16,customer_to_customer,honda,amaze,,1,350000,,great,2021,TRUE,8130,52500,FALSE,FALSE
2484,maruti swift,2011,petrol & cng,73109,238093,new delhi,157,hatchback,manual,vxi,FALSE,new delhi,delhi,TRUE,dl5c,inperson_sale,maruti,swift,in_stock,2,203499,,great,2020,FALSE,5530,35714,FALSE,FALSE
2485,hyundai grand i10,2017,petrol,27050,406199,new delhi,966,hatchback,manual,magna 1.2 vtvt,TRUE,new delhi,delhi,TRUE,dl10,inperson_sale,hyundai,grand i10,in_stock,1,420000,526700,great,2020,TRUE,9435,60930,TRUE,TRUE
2486,maruti alto,2011,petrol,41402,143299,new delhi,2677,hatchback,manual,lxi,TRUE,new delhi,delhi,TRUE,dl6c,inperson_sale,maruti,alto,in_stock,1,144259,195929,great,2020,TRUE,3328,21495,TRUE,FALSE
2487,honda accord,2010,petrol,103337,375000,new delhi,246,sedan,manual,2.4 mt,FALSE,goutam  budd  nagar,uttar pradesh,FALSE,up16,customer_to_customer,honda,accord,,2,395000,395000,great,2021,TRUE,8710,56250,FALSE,FALSE
2488,honda mobilio,2014,petrol,41962,430699,new delhi,962,suv,manual,1.5 v i vtec,TRUE,new delhi,delhi,TRUE,dl3c,inperson_sale,honda,mobilio,in_stock,2,407422,,great,2021,TRUE,10004,64605,TRUE,FALSE
2489,honda civic,2010,petrol,44586,314999,new delhi,2748,sedan,manual,1.8v mt,FALSE,gurgaon,haryana,TRUE,hr26,inperson_sale,honda,civic,in_stock,1,246700,331499,great,2021,TRUE,7317,47250,TRUE,FALSE
2490,ford ecosport,2016,petrol & cng,33936,595899,new delhi,4452,suv,manual,1.5 titanium ti vct,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,ford,ecosport,in_stock,2,620437,626937,great,2021,TRUE,13841,89385,TRUE,FALSE
2491,ford ecosport,2018,petrol,14253,817099,new delhi,2670,suv,manual,1.5 titanium ti vct,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,ford,ecosport,in_stock,1,825737,833399,great,2021,TRUE,18979,122565,TRUE,FALSE
2492,honda amaze,2013,diesel,56121,305699,new delhi,1363,sedan,manual,1.5 smt i dtec,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,honda,amaze,in_stock,1,293250,,great,2021,TRUE,7101,45855,TRUE,FALSE
2493,maruti s cross,2020,petrol,7361,908999,new delhi,3028,suv,,zeta shvs petrol,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,maruti,s cross,in_stock,1,915188,1109686,great,2021,TRUE,21114,136350,TRUE,FALSE
2494,skoda fabia,2011,petrol,50501,201199,new delhi,4417,hatchback,manual,ambiente 1.2 mpi,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,skoda,fabia,in_stock,1,164780,,good,2021,TRUE,4673,30180,TRUE,FALSE
2495,tata harrier,2019,diesel,25706,1354206,new delhi,4843,suv,,xz 2.0l kryotec,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,tata,harrier,in_stock,1,1401055,,great,2021,TRUE,31455,203131,TRUE,FALSE
2496,maruti vitara brezza,2019,diesel,8091,907599,new delhi,874,suv,automatic,zdi + amt,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,maruti,vitara brezza,in_transit,1,950363,957863,great,2021,TRUE,21081,136140,TRUE,FALSE
2497,toyota corolla altis,2012,petrol,83602,562000,new delhi,255,luxury sedan,manual,g,FALSE,delhi,delhi,TRUE,dl3c,inperson_sale,toyota,corolla altis,in_stock,1,488273,,great,2021,TRUE,13054,84300,FALSE,FALSE
2498,maruti eeco,2019,petrol & cng,32710,340499,new delhi,2347,suv,manual,7 str,TRUE,delhi,delhi,TRUE,dl5c,inperson_sale,maruti,eeco,in_stock,1,330762,418856,great,2021,TRUE,7909,51075,TRUE,FALSE
2499,toyota fortuner,2018,diesel,71824,2585899,new delhi,6744,luxury suv,automatic,2.8 4x2 at,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,toyota,fortuner,in_stock,2,2729327,2735827,great,2021,TRUE,60064,387885,TRUE,FALSE
2500,maruti swift,2006,petrol,80391,70000,new delhi,431,hatchback,manual,lxi 1.3,TRUE,faridabad,haryana,FALSE,hr51,online,maruti,swift,,2,42000,,good,2021,FALSE,1626,10500,FALSE,FALSE
2501,maruti celerio,2016,petrol & cng,73995,360999,new delhi,1460,hatchback,manual,vxi cng,TRUE,delhi,delhi,TRUE,dl5c,inperson_sale,maruti,celerio,in_stock,1,333825,,great,2021,TRUE,8385,54150,TRUE,FALSE
2502,renault kwid,2016,petrol,32567,200000,new delhi,567,hatchback,manual,rxt,FALSE,new delhi,delhi,FALSE,dl8c,online,renault,kwid,,1,0,,great,2019,TRUE,4646,30000,FALSE,TRUE
2503,skoda yeti,2012,diesel,143322,321099,new delhi,3037,luxury suv,manual,ambition 2.0 tdi 4x2,TRUE,faridabad,haryana,TRUE,hr51,inperson_sale,skoda,yeti,in_stock,1,298407,,great,2021,TRUE,7458,48165,TRUE,FALSE
2504,maruti alto,2012,petrol & cng,58120,130000,new delhi,580,hatchback,manual,lxi cng,TRUE,delhi,delhi,FALSE,dl8c,online,maruti,alto,in_stock,2,0,,great,2020,TRUE,3020,19500,FALSE,TRUE
2505,maruti swift dzire,2013,petrol,39695,0,new delhi,488,sedan,manual,vxi 1.2 bs iv,TRUE,new delhi,delhi,FALSE,dl2c,online,maruti,swift dzire,,1,308000,,great,2020,,0,0,FALSE,FALSE
2506,maruti swift dzire,2013,petrol,39696,0,new delhi,469,sedan,manual,vxi 1.2 bs iv,TRUE,delhi,delhi,FALSE,dl2c,online,maruti,swift dzire,,1,302000,,great,2020,,0,0,FALSE,FALSE
2507,maruti swift,2009,petrol,135379,150000,new delhi,198,hatchback,manual,lxi 1.3,TRUE,new delhi,delhi,FALSE,dl9c,online,maruti,swift,,1,92000,,fair,2019,TRUE,3484,22500,FALSE,TRUE
2508,hyundai santro xing,2006,petrol,114440,55000,new delhi,435,hatchback,manual,xo erlx euro iii,FALSE,delhi,delhi,FALSE,dl2c,online,hyundai,santro xing,,1,0,,great,2019,FALSE,1278,8250,FALSE,FALSE
2509,maruti alto,2010,petrol & cng,65252,165000,new delhi,128,hatchback,manual,lxi,FALSE,gurgaon,haryana,FALSE,hr26,customer_to_customer,maruti,alto,,1,165000,,great,2021,TRUE,3833,24750,TRUE,FALSE
2510,maruti wagon r 1.0,2016,petrol & cng,76112,300000,new delhi,631,hatchback,manual,lxi cng,FALSE,delhi,delhi,FALSE,dl6c,,maruti,wagon r 1.0,,1,245000,,great,2019,TRUE,6968,45000,FALSE,FALSE
2511,maruti s cross,2016,diesel,36434,650000,new delhi,356,suv,manual,delta 1.3,FALSE,delhi,delhi,FALSE,dl10,,maruti,s cross,,1,488000,,great,2019,TRUE,15098,97500,FALSE,TRUE
2512,maruti alto,2010,petrol & cng,78239,150000,new delhi,292,hatchback,manual,lxi,FALSE,gurgaon,haryana,FALSE,hr26,customer_to_customer,maruti,alto,,1,155,,overpriced,2021,TRUE,3484,22500,TRUE,FALSE
2513,nissan micra,2010,petrol,77761,140000,new delhi,230,hatchback,manual,xl petrol,FALSE,gurgaon,haryana,FALSE,hr26,online,nissan,micra,in_stock,2,0,,overpriced,2020,TRUE,3252,21000,FALSE,FALSE
2514,hyundai grand i10,2015,petrol,55192,0,new delhi,423,hatchback,manual,magna 1.2 vtvt,TRUE,delhi,delhi,FALSE,dl7c,online,hyundai,grand i10,,2,236000,,great,2020,,0,0,FALSE,FALSE
2515,honda city,2006,petrol,69000,110000,new delhi,137,,,vtec,FALSE,,,FALSE,dl4c,inperson_sale,honda,city,,2,0,,,2020,,2555,16500,FALSE,FALSE
2516,hyundai santro xing,2007,petrol & cng,104515,41000,new delhi,1429,hatchback,manual,xo erlx euro iii,FALSE,delhi,delhi,FALSE,dl8c,online,hyundai,santro xing,in_stock,4,41000,,great,2020,FALSE,952,6150,FALSE,FALSE
2517,toyota innova,2011,diesel,148274,427500,new delhi,189,suv,manual,2.5 g4 8 str,TRUE,delhi,delhi,FALSE,dl4c,online,toyota,innova,in_stock,1,333000,450000,great,2020,FALSE,9930,64125,FALSE,TRUE
2518,hyundai elite i20,2015,petrol,43317,410000,new delhi,253,hatchback,manual,magna 1.2,FALSE,new delhi,delhi,FALSE,dl8c,online,hyundai,elite i20,in_stock,1,0,,great,2020,TRUE,9523,61500,FALSE,TRUE
2519,ford ecosport,2014,diesel,82183,415000,new delhi,177,suv,manual,1.5 trend tdci,FALSE,gurgaon,haryana,FALSE,hr72,online,ford,ecosport,in_stock,1,340000,,great,2020,TRUE,9639,62250,FALSE,TRUE
2520,hyundai eon,2013,petrol,74079,180000,new delhi,175,hatchback,manual,era plus,TRUE,delhi,delhi,FALSE,dl8c,online,hyundai,eon,in_stock,2,106000,,fair,2020,TRUE,4181,27000,FALSE,TRUE
2521,maruti dzire,2018,diesel,57022,540000,new delhi,214,sedan,manual,vdi,TRUE,delhi,delhi,FALSE,dl9c,online,maruti,dzire,in_stock,1,473000,,great,2020,TRUE,12543,81000,FALSE,TRUE
2522,maruti wagon r,2008,petrol,66173,82000,new delhi,433,hatchback,manual,lxi minor,FALSE,delhi,delhi,FALSE,dl9c,online,maruti,wagon r,in_stock,1,48000,,good,2020,FALSE,1905,12300,FALSE,TRUE
2523,maruti vitara brezza,2016,diesel,37310,603000,new delhi,251,suv,manual,ldi opt,TRUE,new delhi,delhi,FALSE,dl4c,online,maruti,vitara brezza,in_stock,1,0,,great,2020,TRUE,14006,90450,FALSE,TRUE
2524,hyundai grand i10,2017,diesel,48000,350000,new delhi,144,hatchback,manual,magna 1.2 crdi,TRUE,delhi,delhi,FALSE,dl7c,online,hyundai,grand i10,in_stock,1,268000,,great,2020,TRUE,8130,52500,FALSE,TRUE
2525,ford ecosport,2013,diesel,38344,325000,new delhi,431,suv,manual,1.5 trend tdci,TRUE,new delhi,delhi,FALSE,dl10,online,ford,ecosport,in_stock,2,218000,,great,2020,TRUE,7549,48750,FALSE,TRUE
2526,honda amaze,2015,petrol & cng,32360,375000,new delhi,326,sedan,manual,1.2 smt i vtec,TRUE,new delhi,delhi,FALSE,dl1c,online,honda,amaze,in_stock,1,259000,,good,2020,TRUE,8710,56250,FALSE,TRUE
2527,toyota etios,2011,diesel,132160,275000,new delhi,139,sedan,manual,gd,TRUE,delhi,delhi,FALSE,dl8c,online,toyota,etios,in_stock,1,185000,,good,2020,TRUE,6388,41250,FALSE,TRUE
2528,hyundai grand i10,2014,diesel,70605,280000,new delhi,154,hatchback,manual,asta 1.1 (o) crdi,TRUE,delhi,delhi,FALSE,dl3c,online,hyundai,grand i10,in_stock,1,218000,,great,2020,TRUE,6504,42000,FALSE,TRUE
2529,maruti wagon r,2006,petrol & cng,78551,65000,new delhi,202,hatchback,manual,vxi bs iii,FALSE,delhi,delhi,FALSE,dl4c,online,maruti,wagon r,in_stock,3,35000,,fair,2020,FALSE,1510,9750,FALSE,FALSE
2530,ford fiesta classic,2012,diesel,73035,151000,new delhi,288,sedan,manual,1.4 clxi tdci,FALSE,delhi,delhi,FALSE,dl12,online,ford,fiesta classic,in_stock,1,0,,good,2020,TRUE,3507,22650,FALSE,FALSE
2531,chevrolet enjoy,2013,diesel,46576,215000,new delhi,408,suv,manual,1.3 lt 7 str,FALSE,new delhi,delhi,FALSE,dl9c,online,chevrolet,enjoy,in_stock,1,146000,,good,2020,TRUE,4994,32250,FALSE,FALSE
2532,renault duster,2013,diesel,104133,296000,new delhi,173,suv,manual,85 ps rxe,FALSE,new delhi,delhi,FALSE,dl13,online,renault,duster,in_stock,1,199000,,great,2020,TRUE,6875,44400,FALSE,FALSE
2533,hyundai eon,2017,petrol,11252,270000,new delhi,420,hatchback,manual,magna plus,FALSE,new delhi,delhi,FALSE,dl10,online,hyundai,eon,in_stock,1,168000,,great,2020,TRUE,6271,40500,FALSE,FALSE
2534,hyundai santro xing,2013,petrol,20702,210000,new delhi,249,hatchback,manual,gl plus,FALSE,faridabad,haryana,FALSE,hr29,online,hyundai,santro xing,in_stock,1,178000,,good,2020,TRUE,4878,31500,FALSE,FALSE
2535,maruti zen,2001,petrol,93958,55747,new delhi,235,hatchback,manual,lx,FALSE,delhi,delhi,FALSE,dl2c,online,maruti,zen,in_stock,2,13000,,overpriced,2020,FALSE,1295,8363,FALSE,FALSE
2536,ford ecosport,2018,diesel,5245,950000,new delhi,401,,,1.5 tdci titanium plus,FALSE,delhi,delhi,FALSE,dl9c,online,ford,ecosport,in_stock,1,677000,,great,2020,TRUE,22066,142500,FALSE,FALSE
2537,maruti wagon r 1.0,2013,petrol & cng,146152,205000,new delhi,219,hatchback,manual,lxi cng,FALSE,delhi,delhi,FALSE,dl8c,online,maruti,wagon r 1.0,in_stock,1,148000,,great,2020,TRUE,4762,30750,FALSE,FALSE
2538,maruti sx4,2008,petrol,99000,100000,new delhi,754,sedan,manual,zxi,FALSE,delhi,delhi,FALSE,dl3c,online,maruti,sx4,in_stock,1,81000,,great,2020,FALSE,2323,15000,FALSE,FALSE
2539,hyundai verna,2010,diesel,129490,90000,new delhi,1048,sedan,manual,vgt crdi sx 1.5,FALSE,ranchi,jharkhand,FALSE,jh01,online,hyundai,verna,in_stock,1,81000,,great,2020,FALSE,2090,13500,FALSE,FALSE
2540,maruti swift,2017,petrol,44045,416000,new delhi,185,hatchback,manual,lxi opt,FALSE,delhi,delhi,FALSE,dl5c,online,maruti,swift,in_stock,1,281000,,great,2020,TRUE,9663,62400,FALSE,FALSE
2541,tata safari,2011,diesel,130982,106000,new delhi,1793,suv,manual,4x2 lx dicor 2.2 vtt,FALSE,new delhi,delhi,FALSE,dl9c,online,tata,safari,in_stock,1,106000,,great,2020,FALSE,2462,15900,FALSE,FALSE
2542,honda city,2009,petrol & cng,73874,180000,new delhi,446,sedan,manual,s mt petrol,FALSE,new delhi,delhi,FALSE,dl3c,online,honda,city,in_stock,2,140000,,great,2020,TRUE,4181,27000,FALSE,FALSE
2543,hyundai grand i10,2014,diesel,61844,260000,new delhi,311,hatchback,manual,sportz 1.1 crdi,FALSE,delhi,delhi,FALSE,dl8c,online,hyundai,grand i10,in_stock,1,181000,,great,2020,TRUE,6039,39000,FALSE,FALSE
2544,hyundai santro xing,2010,petrol,64050,150000,new delhi,162,hatchback,manual,gls,FALSE,jalandhar,punjab,FALSE,pb08,online,hyundai,santro xing,in_stock,1,0,,good,2020,TRUE,3484,22500,FALSE,FALSE
2545,hyundai i20,2010,petrol,103530,117613,new delhi,522,hatchback,manual,magna 1.2 vtvt,FALSE,delhi,delhi,FALSE,dl8c,online,hyundai,i20,in_stock,3,0,,great,2020,FALSE,2732,17642,FALSE,FALSE
2546,hyundai tucson new,2016,diesel,62677,1350000,new delhi,325,luxury suv,automatic,2wd at gl diesel,FALSE,delhi,delhi,FALSE,dl8c,online,hyundai,tucson new,in_stock,1,985000,,great,2020,TRUE,31357,202500,FALSE,FALSE
2547,maruti wagon r,2002,petrol & cng,135423,33000,new delhi,276,hatchback,manual,lx,FALSE,delhi,delhi,FALSE,dl2c,online,maruti,wagon r,in_stock,2,23000,,fair,2020,FALSE,767,4950,FALSE,FALSE
2548,maruti swift,2010,petrol & cng,92530,200000,new delhi,109,hatchback,manual,zxi,TRUE,new delhi,delhi,FALSE,dl7c,,maruti,swift,,2,104000,,fair,2019,TRUE,4646,30000,FALSE,FALSE
2549,maruti vitara brezza,2016,diesel,51802,750000,new delhi,129,suv,manual,zdi plus dual tone,TRUE,new delhi,delhi,FALSE,dl9c,online,maruti,vitara brezza,in_stock,1,600000,,great,2020,TRUE,17421,112500,FALSE,TRUE
2550,toyota etios,2011,petrol,45729,260000,new delhi,150,sedan,manual,g,FALSE,delhi,delhi,FALSE,dl3c,online,toyota,etios,in_stock,1,199000,,fair,2020,TRUE,6039,39000,FALSE,FALSE
2551,maruti eeco,2018,petrol & cng,48608,310000,new delhi,157,suv,manual,7 str,TRUE,delhi,delhi,FALSE,dl3c,online,maruti,eeco,in_stock,1,207000,,great,2020,TRUE,7201,46500,FALSE,FALSE
2552,maruti alto k10,2014,petrol,29415,280000,new delhi,131,hatchback,manual,vxi,TRUE,delhi,delhi,FALSE,dl8c,online,maruti,alto k10,in_stock,1,184000,,fair,2020,TRUE,6504,42000,FALSE,FALSE
2553,hyundai new elantra,2013,diesel,112334,510000,new delhi,146,luxury sedan,manual,1.6 sx mt,TRUE,delhi,delhi,FALSE,dl2c,online,hyundai,new elantra,in_stock,2,347000,,good,2020,TRUE,11846,76500,FALSE,FALSE
